N	Number	IDs	STRAIN	CULTURE_COLLECTION	ISOLATE	GENOTYPE	PLASMID	METAGENOME?	COMPLETENESS_ESTIMATED	CONTAMINATION_ESTIMATED	COLLECTED_BY	COLLECTION_DATE	COUNTRY (mixed up)	LAT_LON	HOST	HOST_SEX	HOST_AGE	ISOLATION_SOURCE	HOST_DISEASE	HOST_DISEASE_OUTCOME	ANTIBIOTICS	Bio Project	Pubmed	Length (T)	Complete?	Coverage	Seq Method	GCpercent	Length	Number of sequences	COUNTRY	CITY(or similar)	REGION/STATE	HOSPITAL	Comentario	Pub. Year	Proteins_Prokka	Isolation source2	ISOLATION_SOURCE_RECOD	HOST_DISEASE_RECOD	Isol Source 3	Isol Source 4	NEW_HOSPITAL	whyDeleted	whyDeleted2	Group	CRISPR_cluster	CRISPR_arrays
2001	ab02001	GCA_002138295.1_ASM213829v1	PR395																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		209311	NO		Illumina NextSeq 500	38.8924208136252	3839581	134							3614		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		0
2002	ab02002	GCA_002138305.1_ASM213830v1	PR398																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		237218	NO		Illumina NextSeq 500	38.9714052461231	3905017	103							3645		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2003	ab02003	GCA_002138315.1_ASM213831v1	PR396																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		290884	NO		Illumina NextSeq 500	38.9313363811181	3888726	126							3659		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2004	ab02004	GCA_002138345.1_ASM213834v1	PR399																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	39.0188594046213	4154532	106							3973		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2005	ab02005	GCA_002138375.1_ASM213837v1	PR400																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9920607376721	4189558	80							3992		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2006	ab02006	GCA_002142735.1_ASM214273v1	PR336																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		1350802	NO		Illumina NextSeq 500	38.937551311802	3791769	24							3543		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		5
2007	ab02007	GCA_002142935.1_ASM214293v1	ARLG1849																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		178796	NO		Illumina NextSeq 500	39.0293002433466	4034574	183							3874		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2008	ab02008	GCA_002142945.1_ASM214294v1	ARLG1846																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		335890	NO		Illumina NextSeq 500	38.9658897629091	3980330	122							3768		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas9	4
2009	ab02009	GCA_002142955.1_ASM214295v1	ARLG1851																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		206629	NO		Illumina NextSeq 500	39.0046984848258	4014060	125							3838		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2010	ab02010	GCA_002142995.1_ASM214299v1	ARLG1842																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.8496045280029	3927206	75							3702		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2011	ab02011	GCA_002143015.1_ASM214301v1	ARLG1857																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		178603	NO		Illumina NextSeq 500	39.0211178630939	4026307	147							3858		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2012	ab02012	GCA_002143035.1_ASM214303v1	ARLG1841																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		178702	NO		Illumina NextSeq 500	38.990497593754	4005617	134							3834		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2013	ab02013	GCA_002143045.1_ASM214304v1	ARLG1843																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		178602	NO		Illumina NextSeq 500	39.0045123883144	4047524	135							3879		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2014	ab02014	GCA_002143095.1_ASM214309v1	ARLG1845																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		206622	NO		Illumina NextSeq 500	39.0043893333479	4037743	136							3856		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2015	ab02015	GCA_002143105.1_ASM214310v1	ARLG1853																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		206629	NO		Illumina NextSeq 500	39.0023754629357	4005956	124							3823		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2016	ab02016	GCA_002143145.1_ASM214314v1	ARLG1858																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		174437	NO		Illumina NextSeq 500	38.9421887638508	4074848	120							3831		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas3(cas2_3);X(620);unknown1336;csy2(cas5);unknown758(cas7);csy4(cas6f);cas1	7
2017	ab02017	GCA_002143185.1_ASM214318v1	ARLG1794																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		153631	NO		Illumina NextSeq 500	38.958815764368	3726353	150							3566		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		3
2018	ab02018	GCA_002143195.1_ASM214319v1	ARLG1786																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.8547930916689	3884643	65							3665		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2019	ab02019	GCA_002143235.1_ASM214323v1	ARLG1792																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		351232	NO		Illumina NextSeq 500	39.0803767918005	3920149	91							3693		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2020	ab02020	GCA_002143265.1_ASM214326v1	ARLG1847																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		353860	NO		Illumina NextSeq 500	38.9874637102236	4075528	74							3881		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2021	ab02021	GCA_002143275.1_ASM214327v1	ARLG1840																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		272553	NO		Illumina NextSeq 500	38.8582215258305	3912230	109							3715		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		2
2022	ab02022	GCA_002143315.1_ASM214331v1	ARLG1855																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9456636121029	4063428	82							3864		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2023	ab02023	GCA_002143335.1_ASM214333v1	ARLG1859																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		206629	NO		Illumina NextSeq 500	39.0180084110724	4020177	139							3843		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2024	ab02024	GCA_002143345.1_ASM214334v1	ARLG1862																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		851479	NO		Illumina NextSeq 500	38.894699887755	3740034	40							3438		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		3
2025	ab02025	GCA_002143375.1_ASM214337v1	ARLG1787																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		507177	NO		Illumina NextSeq 500	38.8368211485632	4062763	62							3876		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		4
2026	ab02026	GCA_002143395.1_ASM214339v1	ARLG1793																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	39.0137757515682	4168484	79							3982		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2027	ab02027	GCA_002143405.1_ASM214340v1	ARLG1856																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		206629	NO		Illumina NextSeq 500	39.0329535108154	4030830	143							3851		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2028	ab02028	GCA_002143425.1_ASM214342v1	ARLG1790																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9475038431193	3808755	55							3558		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2029	ab02029	GCA_002143475.1_ASM214347v1	ARLG1800																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		390232	NO		Illumina NextSeq 500	39.0253764324101	3924941	71							3649		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas1;csy4(cas6f);unknown758(cas7);csy2(cas5);unknown1336;unknown4127;unknown4127;cas3(cas2_3)	6
2030	ab02030	GCA_002143495.1_ASM214349v1	ARLG1802																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	39.0025175444303	4165567	83							3973		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2031	ab02031	GCA_002143555.1_ASM214355v1	ARLG1806																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9897976497676	4190309	89							4002		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2032	ab02032	GCA_002143575.1_ASM214357v1	ARLG1810																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.8625112485357	3910509	80							3697		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2033	ab02033	GCA_002143605.1_ASM214360v1	ARLG1814																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		349021	NO		Illumina NextSeq 500	39.0377879902507	3924395	82							3657		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		3
2034	ab02034	GCA_002143625.1_ASM214362v1	ARLG1816																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		150549	NO		Illumina NextSeq 500	39.1010202189581	3969344	176							3755		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2035	ab02035	GCA_002143655.1_ASM214365v1	ARLG1819																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		315901	NO		Illumina NextSeq 500	38.9663815796508	4021813	83							3822		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2036	ab02036	GCA_002143675.1_ASM214367v1	ARLG1821																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		206622	NO		Illumina NextSeq 500	38.9993753492461	4039057	139							3860		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2037	ab02037	GCA_002143685.1_ASM214368v1	ARLG1824																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9236749247625	4045525	74							3841		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2038	ab02038	GCA_002143715.1_ASM214371v1	ARLG1827																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364263	NO		Illumina NextSeq 500	38.9323493370665	3987278	85							3784		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2039	ab02039	GCA_002143725.1_ASM214372v1	ARLG1830																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		445704	NO		Illumina NextSeq 500	38.9086535326382	3726351	43							3451		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		5
2040	ab02040	GCA_002143755.1_ASM214375v1	ARLG1833																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		372398	NO		Illumina NextSeq 500	38.9219265971083	3999134	62							3802		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		5
2041	ab02041	GCA_002143775.1_ASM214377v1	ARLG1838																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9322309417177	4089049	83							3883		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2042	ab02042	GCA_002143785.1_ASM214378v1	ARLG1835																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		178595	NO		Illumina NextSeq 500	39.0107842739963	4047004	146							3878		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2043	ab02043	GCA_002143795.1_ASM214379v1	ARLG1836																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9372474276096	4122333	78							3936		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2044	ab02044	GCA_002143835.1_ASM214383v1	ARLG1275																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		406573	NO		Illumina NextSeq 500	39.0125647410156	3932592	94							3741		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2045	ab02045	GCA_002143855.1_ASM214385v1	ARLG1323																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		232291	NO		Illumina NextSeq 500	38.9757653423152	3911877	97							3717		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	t4544(cas3)	5
2046	ab02046	GCA_002143875.1_ASM214387v1	ARLG1306																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		349019	NO		Illumina NextSeq 500	39.040991603464	3947223	76							3742		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		2
2047	ab02047	GCA_002143885.1_ASM214388v1	ARLG1326																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		382579	NO		Illumina NextSeq 500	38.8498001975353	4058008	48							3796		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		5
2048	ab02048	GCA_002143935.1_ASM214393v1	ARLG1294																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		437570	NO		Illumina NextSeq 500	39.1060145511458	3953778	83							3706		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2049	ab02049	GCA_002143955.1_ASM214395v1	ARLG1327																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		357938	NO		Illumina NextSeq 500	38.9577940827142	3906656	119							3675		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		4
2050	ab02050	GCA_002143965.1_ASM214396v1	ARLG1314																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		624125	NO		Illumina NextSeq 500	38.9915367721627	4036994	73							3831		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2	cas1;cas3(cas2_3);BMY_2099(cas8f);csy2(cas5);csy3(cas7);csy4(cas6f)	6
2051	ab02051	GCA_002143975.1_ASM214397v1	ARLG1317																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		286521	NO		Illumina NextSeq 500	38.743649103697	4329507	103							4100		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas1;cas3(cas2_3);BMY_2099(cas8f);csy2(cas5);csy3(cas7);csy4(cas6f)	5
2052	ab02052	GCA_002144685.1_ASM214468v1	ARLG1892																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		159012	NO		Illumina NextSeq 500	39.0362285061437	3996549	151							3827		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		0
2053	ab02053	GCA_002144695.1_ASM214469v1	ARLG1898																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		328861	NO		Illumina NextSeq 500	38.8923958158409	3781405	74							3519		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		4
2054	ab02054	GCA_002144725.1_ASM214472v1	ARLG1901																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364361	NO		Illumina NextSeq 500	38.9766689447981	4058882	94							3861		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2055	ab02055	GCA_002144755.1_ASM214475v1	ARLG1914																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		250560	NO		Illumina NextSeq 500	39.0209402518228	4105347	80							3891		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2056	ab02056	GCA_002144765.1_ASM214476v1	ARLG1906																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		346416	NO		Illumina NextSeq 500	38.8682613824514	3780820	68							3523		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		3
2057	ab02057	GCA_002144795.1_ASM214479v1	ARLG1929																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		539671	NO		Illumina NextSeq 500	38.882442233255	4127894	73							3835		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	WYO_1009	3
2058	ab02058	GCA_002144805.1_ASM214480v1	ARLG1936																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		462473	NO		Illumina NextSeq 500	39.0763250678169	3822427	45							3537		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas3(cas2_3);unknown4127;unknown4127;unknown1336;csy2(cas5);unknown758(cas7);csy4(cas6f);cas1	9
2059	ab02059	GCA_002144835.1_ASM214483v1	ARLG1941																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		369429	NO		Illumina NextSeq 500	38.932249199484	3921533	46							3663		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas3(cas2_3)	3
2060	ab02060	GCA_002144915.1_ASM214491v1	ARLG1962																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		235046	NO		Illumina NextSeq 500	38.8127499310623	3902076	116							3697		Desconocido	Desconocido		Others		no_baumannii	no_baumannii			
2061	ab02061	GCA_002144925.1_ASM214492v1	ARLG1864																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		207561	NO		Illumina NextSeq 500	38.8559679209418	4121318	114							3904		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas1;csy4(cas6f);unknown758(cas7);csy2(cas5);unknown1336;cas3(cas2_3)	5
2062	ab02062	GCA_002144955.1_ASM214495v1	ARLG1874																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		243881	NO		Illumina NextSeq 500	38.9925552601678	3919143	111							3723		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		2
2063	ab02063	GCA_002144965.1_ASM214496v1	ARLG1871																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		403076	NO		Illumina NextSeq 500	38.7280270833795	3881938	49							3690		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	t4544(cas3)	5
2064	ab02064	GCA_002144975.1_ASM214497v1	ARLG1882																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		290939	NO		Illumina NextSeq 500	38.9967390884373	3778698	99							3532		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2065	ab02065	GCA_002144995.1_ASM214499v1	ARLG1880																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		484210	NO		Illumina NextSeq 500	38.8459856532219	3896624	45							3639		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1	cas3(cas2_3)	3
2066	ab02066	GCA_002145035.1_ASM214503v1	ARLG1885																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		248649	NO		Illumina NextSeq 500	38.9228396869083	3842325	96							3588		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2067	ab02067	GCA_002145055.1_ASM214505v1	ARLG1893																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364263	NO		Illumina NextSeq 500	38.8248319155207	3969730	84							3741		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		2
2068	ab02068	GCA_002145065.1_ASM214506v1	ARLG1886																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		364359	NO		Illumina NextSeq 500	38.907170994449	4077454	75							3873		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
2069	ab02069	GCA_002145095.1_ASM214509v1	ARLG1891																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		346416	NO		Illumina NextSeq 500	38.8931506039034	3786947	66							3525		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		4
2070	ab02070	GCA_002145115.1_ASM214511v1	ARLG1900																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		186685	NO		Illumina NextSeq 500	39.0250385197276	3946679	129							3719		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		0
2071	ab02071	GCA_002145125.1_ASM214512v1	ARLG1896																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		272475	NO		Illumina NextSeq 500	38.7930405655018	3824851	103							3614		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		2
2072	ab02072	GCA_002145155.1_ASM214515v1	ARLG1902																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		389484	NO		Illumina NextSeq 500	38.7842031607187	3760727	49							3518		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group1		3
2073	ab02073	GCA_002145175.1_ASM214517v1	ARLG1907																			https://www.ncbi.nlm.nih.gov/bioproject/PRJNA384060		163684	NO		Illumina NextSeq 500	39.0233824570654	4005396	156							3831		Desconocido	Desconocido		Others		A. baumannii	A. baumannii	group2		1
